country,year,tile_id,r0,r1,c0,c1,n_valid_pixels,mean_light,mean_pop,region_type,log_light,log_pop
Morocco,2020,7,0,256,1536,1792,49741,2.5381760597229004,208.24717712402344,urban_core,1.263611356998888,5.343516218831866
Morocco,2020,8,0,256,1792,2048,26750,0.6593523025512695,74.78475952148438,mixed,0.506427347042765,4.327897210710866
Morocco,2020,9,0,256,2048,2304,26619,2.166945695877075,114.72474670410156,urban_core,1.1527676205440294,4.751214498140703
Morocco,2020,10,0,256,2304,2560,13038,1.7568693161010742,109.30607604980469,urban_core,1.0140957301569002,4.703259011322525
Morocco,2020,17,256,512,1280,1536,29153,4.431503772735596,426.7337646484375,urban_core,1.692216033494317,6.058500956817473
Morocco,2020,18,256,512,1536,1792,65536,1.0572150945663452,145.5853729248047,urban_core,0.7213531723243055,4.9876080090640444
Morocco,2020,19,256,512,1792,2048,65536,1.1726399660110474,145.71189880371094,urban_core,0.775943002324268,4.988470791632797
Morocco,2020,20,256,512,2048,2304,65536,0.5255007147789001,25.281742095947266,mixed,0.4223226937283288,3.2688744812194623
Morocco,2020,21,256,512,2304,2560,63083,0.7957422137260437,42.41822052001953,mixed,0.5854184260179713,3.770879180653609
Morocco,2020,26,512,768,768,1024,12894,1.205482006072998,100.0487060546875,urban_core,0.7909460818684998,4.615602638767027
Morocco,2020,27,512,768,1024,1280,56050,2.8406407833099365,360.0925598144531,urban_core,1.3456392233319059,5.889134323846421
Morocco,2020,28,512,768,1280,1536,65536,0.9900201559066772,72.79228973388672,bright_sparse,0.6881447672814274,4.301254250997932
Morocco,2020,29,512,768,1536,1792,65536,0.5241979360580444,39.767601013183594,mixed,0.42146832813404683,3.7078876731372765
Morocco,2020,30,512,768,1792,2048,65536,0.4483024477958679,16.162813186645508,mixed,0.3703921449398427,2.8427450192390555
Morocco,2020,31,512,768,2048,2304,65536,0.3336098790168762,5.1150922775268555,mixed,0.2878894602081107,1.8107598593812635
Morocco,2020,32,512,768,2304,2560,65536,0.34137117862701416,3.0779829025268555,empty_or_rural,0.29369235841346936,1.405602479531129
Morocco,2020,33,512,768,2560,2712,12322,0.30089500546455383,0.5869434475898743,empty_or_rural,0.26305249332563463,0.4618098061203487
Morocco,2020,36,768,1024,512,768,808,3.3854100704193115,317.2389221191406,urban_core,1.4782831380810004,5.762802428093706
Morocco,2020,37,768,1024,768,1024,52124,0.7090458869934082,76.68018341064453,mixed,0.5359352539739347,4.352600185085387
