year,month,country,shapeType,shapeGroup,min,max,mean,q1,q2,q3,std,sum,unit,count,cloudFree,date,source_file
2012,6,Brazil,ADM0,BRA,0.0,2597.25,0.392,0.16,0.19,0.24,2.814,15952086.0,nW/cm²/sr,40723471.0,9.445,2012-06-01,eoatlas-monthly-nightlight-00027.csv
2012,7,Brazil,ADM0,BRA,0.0,10649.99,0.375,0.14,0.17,0.21,4.188,15285345.0,nW/cm²/sr,40723474.0,10.574,2012-07-01,eoatlas-monthly-nightlight-00027.csv
2012,8,Brazil,ADM0,BRA,0.0,9147.44,0.459,0.18,0.22,0.26,5.555,18695384.0,nW/cm²/sr,40723474.0,11.03,2012-08-01,eoatlas-monthly-nightlight-00027.csv
2012,9,Brazil,ADM0,BRA,0.0,6230.45,0.554,0.25,0.3,0.36,6.192,22547220.0,nW/cm²/sr,40723474.0,8.722,2012-09-01,eoatlas-monthly-nightlight-00027.csv
2012,10,Brazil,ADM0,BRA,0.0,12853.11,0.456,0.2,0.27,0.34,5.718,18575368.0,nW/cm²/sr,40723470.0,4.691,2012-10-01,eoatlas-monthly-nightlight-00027.csv
2012,11,Brazil,ADM0,BRA,0.0,5362.15,0.386,0.1,0.23,0.33,3.629,15700375.0,nW/cm²/sr,40723470.0,3.81,2012-11-01,eoatlas-monthly-nightlight-00027.csv
2012,12,Brazil,ADM0,BRA,0.0,7104.31,0.469,0.22,0.31,0.39,4.113,19118230.0,nW/cm²/sr,40723470.0,3.734,2012-12-01,eoatlas-monthly-nightlight-00027.csv
2013,1,Brazil,ADM0,BRA,0.0,6192.75,0.336,0.07,0.17,0.27,3.534,13698201.0,nW/cm²/sr,40723460.0,3.528,2013-01-01,eoatlas-monthly-nightlight-00027.csv
2013,2,Brazil,ADM0,BRA,0.0,3764.07,0.378,0.0,0.23,0.32,2.706,15400707.0,nW/cm²/sr,40723462.0,3.336,2013-02-01,eoatlas-monthly-nightlight-00027.csv
2013,3,Brazil,ADM0,BRA,0.0,6329.97,0.456,0.22,0.3,0.42,2.777,18565968.0,nW/cm²/sr,40723469.0,3.486,2013-03-01,eoatlas-monthly-nightlight-00027.csv
2013,4,Brazil,ADM0,BRA,0.0,10760.7,0.481,0.25,0.32,0.38,3.823,19582326.0,nW/cm²/sr,40723468.0,4.565,2013-04-01,eoatlas-monthly-nightlight-00027.csv
2013,5,Brazil,ADM0,BRA,0.0,3279.68,0.436,0.19,0.23,0.3,3.221,17765660.0,nW/cm²/sr,40723474.0,7.885,2013-05-01,eoatlas-monthly-nightlight-00027.csv
2013,6,Brazil,ADM0,BRA,0.0,10668.81,0.357,0.12,0.15,0.2,3.65,14551331.0,nW/cm²/sr,40723474.0,9.794,2013-06-01,eoatlas-monthly-nightlight-00027.csv
2013,7,Brazil,ADM0,BRA,0.0,3074.56,0.374,0.13,0.17,0.21,3.029,15221129.0,nW/cm²/sr,40723474.0,11.692,2013-07-01,eoatlas-monthly-nightlight-00027.csv
2013,8,Brazil,ADM0,BRA,0.0,4464.51,0.421,0.18,0.21,0.25,3.576,17125952.0,nW/cm²/sr,40723474.0,12.3,2013-08-01,eoatlas-monthly-nightlight-00027.csv
2013,9,Brazil,ADM0,BRA,0.0,4770.53,0.506,0.23,0.28,0.34,4.494,20602972.0,nW/cm²/sr,40723473.0,8.22,2013-09-01,eoatlas-monthly-nightlight-00027.csv
2013,10,Brazil,ADM0,BRA,0.0,14800.2,0.438,0.18,0.24,0.3,5.093,17845936.0,nW/cm²/sr,40723473.0,5.74,2013-10-01,eoatlas-monthly-nightlight-00027.csv
2013,11,Brazil,ADM0,BRA,0.0,10485.09,0.421,0.15,0.24,0.34,4.654,17144452.0,nW/cm²/sr,40723471.0,4.08,2013-11-01,eoatlas-monthly-nightlight-00027.csv
2013,12,Brazil,ADM0,BRA,0.0,1006.62,0.408,0.14,0.22,0.33,2.482,16621033.0,nW/cm²/sr,40723474.0,4.748,2013-12-01,eoatlas-monthly-nightlight-00027.csv
2014,1,Brazil,ADM0,BRA,0.0,3380.44,0.407,0.15,0.22,0.29,2.873,16563831.0,nW/cm²/sr,40723474.0,5.733,2014-01-01,eoatlas-monthly-nightlight-00027.csv
2014,2,Brazil,ADM0,BRA,0.0,10449.39,0.398,0.12,0.25,0.33,3.55,16206139.0,nW/cm²/sr,40723468.0,3.945,2014-02-01,eoatlas-monthly-nightlight-00027.csv
2014,3,Brazil,ADM0,BRA,,,,,,,,,,,,2014-03-01,eoatlas-monthly-nightlight-00027.csv
2014,4,Brazil,ADM0,BRA,0.0,21381.221,0.541,0.29,0.36,0.44,6.494,22025862.0,nW/cm²/sr,40723474.0,5.92,2014-04-01,eoatlas-monthly-nightlight-00027.csv
2014,5,Brazil,ADM0,BRA,0.0,10173.52,0.431,0.19,0.23,0.3,3.926,17568600.0,nW/cm²/sr,40723474.0,8.268,2014-05-01,eoatlas-monthly-nightlight-00027.csv
2014,6,Brazil,ADM0,BRA,0.0,11872.75,0.39,0.15,0.18,0.23,4.048,15900107.0,nW/cm²/sr,40723474.0,11.585,2014-06-01,eoatlas-monthly-nightlight-00027.csv
2014,7,Brazil,ADM0,BRA,0.0,6293.98,0.364,0.12,0.15,0.19,4.071,14812394.0,nW/cm²/sr,40723474.0,13.437,2014-07-01,eoatlas-monthly-nightlight-00027.csv
2014,8,Brazil,ADM0,BRA,0.0,7660.34,0.448,0.18,0.21,0.25,3.986,18249728.0,nW/cm²/sr,40723474.0,14.078,2014-08-01,eoatlas-monthly-nightlight-00027.csv
2014,9,Brazil,ADM0,BRA,0.0,10963.27,0.532,0.25,0.3,0.37,4.607,21674472.0,nW/cm²/sr,40723474.0,10.019,2014-09-01,eoatlas-monthly-nightlight-00027.csv
2014,10,Brazil,ADM0,BRA,0.0,2842.74,0.531,0.23,0.3,0.4,3.394,21606298.0,nW/cm²/sr,40723474.0,6.711,2014-10-01,eoatlas-monthly-nightlight-00027.csv
2014,11,Brazil,ADM0,BRA,0.0,19228.311,0.527,0.25,0.32,0.41,6.157,21447448.0,nW/cm²/sr,40723473.0,5.425,2014-11-01,eoatlas-monthly-nightlight-00027.csv
2014,12,Brazil,ADM0,BRA,0.0,3695.3,0.463,0.2,0.25,0.33,2.993,18872494.0,nW/cm²/sr,40723473.0,5.511,2014-12-01,eoatlas-monthly-nightlight-00027.csv
2015,1,Brazil,ADM0,BRA,0.0,5854.56,0.41,0.15,0.23,0.3,3.955,16681100.0,nW/cm²/sr,40723470.0,4.162,2015-01-01,eoatlas-monthly-nightlight-00027.csv
2015,2,Brazil,ADM0,BRA,0.0,44767.711,0.461,0.21,0.29,0.37,8.401,18771084.0,nW/cm²/sr,40723474.0,3.323,2015-02-01,eoatlas-monthly-nightlight-00027.csv
2015,3,Brazil,ADM0,BRA,0.0,3498.01,0.507,0.25,0.35,0.44,2.743,20636016.0,nW/cm²/sr,40723471.0,3.784,2015-03-01,eoatlas-monthly-nightlight-00027.csv
2015,4,Brazil,ADM0,BRA,0.0,45508.801,0.521,0.28,0.34,0.42,7.961,21201498.0,nW/cm²/sr,40723474.0,4.923,2015-04-01,eoatlas-monthly-nightlight-00027.csv
2015,5,Brazil,ADM0,BRA,0.0,4852.32,0.409,0.16,0.21,0.27,3.129,16644576.0,nW/cm²/sr,40723474.0,7.356,2015-05-01,eoatlas-monthly-nightlight-00027.csv
2015,6,Brazil,ADM0,BRA,0.0,2096.32,0.368,0.12,0.16,0.21,2.854,14996795.0,nW/cm²/sr,40723474.0,11.548,2015-06-01,eoatlas-monthly-nightlight-00027.csv
2015,7,Brazil,ADM0,BRA,0.0,8374.75,0.393,0.15,0.19,0.24,4.406,16018352.0,nW/cm²/sr,40723474.0,11.763,2015-07-01,eoatlas-monthly-nightlight-00027.csv
2015,8,Brazil,ADM0,BRA,0.0,8246.53,0.453,0.18,0.23,0.29,4.872,18465760.0,nW/cm²/sr,40723474.0,13.127,2015-08-01,eoatlas-monthly-nightlight-00027.csv
2015,9,Brazil,ADM0,BRA,0.0,10099.55,0.507,0.22,0.27,0.34,4.734,20628828.0,nW/cm²/sr,40723474.0,12.071,2015-09-01,eoatlas-monthly-nightlight-00027.csv
2015,10,Brazil,ADM0,BRA,0.0,14560.03,0.554,0.27,0.33,0.41,4.837,22580568.0,nW/cm²/sr,40723470.0,9.741,2015-10-01,eoatlas-monthly-nightlight-00027.csv
2015,11,Brazil,ADM0,BRA,0.0,6612.99,0.446,0.2,0.26,0.33,3.49,18162608.0,nW/cm²/sr,40723470.0,6.631,2015-11-01,eoatlas-monthly-nightlight-00027.csv
2015,12,Brazil,ADM0,BRA,0.0,29592.51,0.414,0.16,0.22,0.28,7.13,16864436.0,nW/cm²/sr,40723474.0,6.681,2015-12-01,eoatlas-monthly-nightlight-00027.csv
2016,1,Brazil,ADM0,BRA,0.0,4191.9,0.328,0.09,0.18,0.25,2.681,13375459.0,nW/cm²/sr,40723460.0,3.392,2016-01-01,eoatlas-monthly-nightlight-00027.csv
2016,2,Brazil,ADM0,BRA,0.0,20369.01,0.416,0.15,0.22,0.31,5.666,16929434.0,nW/cm²/sr,40723469.0,5.941,2016-02-01,eoatlas-monthly-nightlight-00027.csv
2016,3,Brazil,ADM0,BRA,0.0,2681.34,0.444,0.2,0.28,0.36,2.743,18092272.0,nW/cm²/sr,40723462.0,4.357,2016-03-01,eoatlas-monthly-nightlight-00027.csv
2016,4,Brazil,ADM0,BRA,0.0,2430.52,0.519,0.27,0.32,0.4,2.757,21122918.0,nW/cm²/sr,40723474.0,6.169,2016-04-01,eoatlas-monthly-nightlight-00027.csv
2016,5,Brazil,ADM0,BRA,0.0,20810.859,0.448,0.2,0.25,0.31,5.109,18241590.0,nW/cm²/sr,40723470.0,7.94,2016-05-01,eoatlas-monthly-nightlight-00027.csv
2016,6,Brazil,ADM0,BRA,0.0,8401.63,0.354,0.12,0.16,0.2,3.525,14422012.0,nW/cm²/sr,40723474.0,9.263,2016-06-01,eoatlas-monthly-nightlight-00027.csv
2016,7,Brazil,ADM0,BRA,0.0,11108.0,0.349,0.09,0.12,0.17,4.845,14219160.0,nW/cm²/sr,40723474.0,13.021,2016-07-01,eoatlas-monthly-nightlight-00027.csv
2016,8,Brazil,ADM0,BRA,0.0,8852.62,0.38,0.11,0.15,0.2,4.28,15485753.0,nW/cm²/sr,40723474.0,12.454,2016-08-01,eoatlas-monthly-nightlight-00027.csv
2016,9,Brazil,ADM0,BRA,0.0,3917.79,0.489,0.21,0.26,0.33,3.755,19930330.0,nW/cm²/sr,40723474.0,9.273,2016-09-01,eoatlas-monthly-nightlight-00027.csv
2016,10,Brazil,ADM0,BRA,0.0,3224.33,0.475,0.22,0.27,0.33,3.267,19335926.0,nW/cm²/sr,40723474.0,7.544,2016-10-01,eoatlas-monthly-nightlight-00027.csv
2016,11,Brazil,ADM0,BRA,0.0,10375.84,0.395,0.13,0.18,0.27,3.443,16093247.0,nW/cm²/sr,40723472.0,6.59,2016-11-01,eoatlas-monthly-nightlight-00027.csv
2016,12,Brazil,ADM0,BRA,0.0,13318.18,0.331,0.06,0.14,0.21,3.958,13484312.0,nW/cm²/sr,40723474.0,4.667,2016-12-01,eoatlas-monthly-nightlight-00027.csv
2017,1,Brazil,ADM0,BRA,0.0,3586.18,0.345,0.09,0.17,0.24,2.756,14046891.0,nW/cm²/sr,40723474.0,4.251,2017-01-01,eoatlas-monthly-nightlight-00027.csv
2017,2,Brazil,ADM0,BRA,0.0,12927.57,0.39,0.1,0.21,0.29,3.94,15892222.0,nW/cm²/sr,40723468.0,3.024,2017-02-01,eoatlas-monthly-nightlight-00027.csv
2017,3,Brazil,ADM0,BRA,0.0,8585.06,0.473,0.2,0.28,0.4,2.991,19252564.0,nW/cm²/sr,40723474.0,4.718,2017-03-01,eoatlas-monthly-nightlight-00027.csv
2017,4,Brazil,ADM0,BRA,0.0,2167.27,0.538,0.28,0.34,0.43,2.448,21894492.0,nW/cm²/sr,40723474.0,5.894,2017-04-01,eoatlas-monthly-nightlight-00027.csv
2017,5,Brazil,ADM0,BRA,0.0,10640.35,0.39,0.15,0.19,0.24,3.446,15898312.0,nW/cm²/sr,40723474.0,8.485,2017-05-01,eoatlas-monthly-nightlight-00027.csv
2017,6,Brazil,ADM0,BRA,0.0,10227.53,0.342,0.08,0.13,0.19,3.916,13913060.0,nW/cm²/sr,40723474.0,10.203,2017-06-01,eoatlas-monthly-nightlight-00027.csv
2017,7,Brazil,ADM0,BRA,0.0,5241.13,0.328,0.07,0.1,0.15,3.33,13373754.0,nW/cm²/sr,40723474.0,12.937,2017-07-01,eoatlas-monthly-nightlight-00027.csv
2017,8,Brazil,ADM0,BRA,0.0,6934.63,0.39,0.13,0.16,0.21,3.221,15876622.0,nW/cm²/sr,40723474.0,11.319,2017-08-01,eoatlas-monthly-nightlight-00027.csv
2017,9,Brazil,ADM0,BRA,0.0,11917.37,0.555,0.26,0.32,0.4,5.098,22612334.0,nW/cm²/sr,40723474.0,9.265,2017-09-01,eoatlas-monthly-nightlight-00027.csv
2017,10,Brazil,ADM0,BRA,0.0,11573.55,0.519,0.26,0.31,0.37,5.023,21142636.0,nW/cm²/sr,40723474.0,,2017-10-01,eoatlas-monthly-nightlight-00027.csv
2017,11,Brazil,ADM0,BRA,0.0,4043.04,0.422,0.13,0.22,0.31,2.859,17202952.0,nW/cm²/sr,40723474.0,,2017-11-01,eoatlas-monthly-nightlight-00027.csv
2017,12,Brazil,ADM0,BRA,0.0,1509.08,0.401,0.13,0.21,0.29,2.643,16328420.0,nW/cm²/sr,40723471.0,4.096,2017-12-01,eoatlas-monthly-nightlight-00027.csv
2018,1,Brazil,ADM0,BRA,0.0,3140.15,0.367,0.14,0.2,0.27,2.566,14961080.0,nW/cm²/sr,40723474.0,5.281,2018-01-01,eoatlas-monthly-nightlight-00027.csv
2018,2,Brazil,ADM0,BRA,0.0,3407.89,0.374,0.12,0.2,0.29,2.527,15227288.0,nW/cm²/sr,40723466.0,4.07,2018-02-01,eoatlas-monthly-nightlight-00027.csv
2018,3,Brazil,ADM0,BRA,0.0,5029.05,0.421,0.18,0.25,0.32,2.697,17142126.0,nW/cm²/sr,40723474.0,4.961,2018-03-01,eoatlas-monthly-nightlight-00027.csv
2018,4,Brazil,ADM0,BRA,0.0,8415.15,0.55,0.28,0.36,0.48,3.437,22387700.0,nW/cm²/sr,40723474.0,5.166,2018-04-01,eoatlas-monthly-nightlight-00027.csv
2018,5,Brazil,ADM0,BRA,0.0,9676.73,0.432,0.19,0.23,0.29,4.189,17605452.0,nW/cm²/sr,40723474.0,7.87,2018-05-01,eoatlas-monthly-nightlight-00027.csv
2018,6,Brazil,ADM0,BRA,0.0,14264.39,0.326,0.09,0.13,0.19,4.819,13265856.0,nW/cm²/sr,40723474.0,10.275,2018-06-01,eoatlas-monthly-nightlight-00027.csv
2018,7,Brazil,ADM0,BRA,0.0,5518.32,0.398,0.14,0.18,0.24,3.102,16199083.0,nW/cm²/sr,40723474.0,11.694,2018-07-01,eoatlas-monthly-nightlight-00027.csv
2018,8,Brazil,ADM0,BRA,0.0,16859.1,0.365,0.11,0.16,0.21,7.636,14883850.0,nW/cm²/sr,40723474.0,9.309,2018-08-01,eoatlas-monthly-nightlight-00027.csv
2018,9,Brazil,ADM0,BRA,0.0,1966.99,0.427,0.17,0.22,0.29,2.547,17377890.0,nW/cm²/sr,40723474.0,9.556,2018-09-01,eoatlas-monthly-nightlight-00027.csv
2018,10,Brazil,ADM0,BRA,0.0,2775.88,0.425,0.2,0.25,0.32,2.026,17322552.0,nW/cm²/sr,40723470.0,6.892,2018-10-01,eoatlas-monthly-nightlight-00027.csv
2018,11,Brazil,ADM0,BRA,0.0,1943.32,0.389,0.16,0.22,0.3,2.126,15842230.0,nW/cm²/sr,40723474.0,5.686,2018-11-01,eoatlas-monthly-nightlight-00027.csv
2018,12,Brazil,ADM0,BRA,0.0,2234.52,0.379,0.14,0.19,0.25,2.392,15439642.0,nW/cm²/sr,40723469.0,6.328,2018-12-01,eoatlas-monthly-nightlight-00027.csv
2019,1,Brazil,ADM0,BRA,0.0,11969.13,0.306,0.06,0.11,0.17,4.566,12459755.0,nW/cm²/sr,40723474.0,6.183,2019-01-01,eoatlas-monthly-nightlight-00027.csv
2019,2,Brazil,ADM0,BRA,0.0,17447.58,0.378,0.11,0.2,0.28,6.258,15407830.0,nW/cm²/sr,40723473.0,3.873,2019-02-01,eoatlas-monthly-nightlight-00027.csv
2019,3,Brazil,ADM0,BRA,0.0,5824.79,0.411,0.15,0.22,0.32,3.003,16723137.0,nW/cm²/sr,40723468.0,4.786,2019-03-01,eoatlas-monthly-nightlight-00027.csv
2019,4,Brazil,ADM0,BRA,0.0,74276.648,0.4,0.17,0.22,0.28,11.843,16279694.0,nW/cm²/sr,40723472.0,5.804,2019-04-01,eoatlas-monthly-nightlight-00027.csv
2019,5,Brazil,ADM0,BRA,0.0,6281.27,0.342,0.1,0.15,0.22,3.287,13914648.0,nW/cm²/sr,40723474.0,8.231,2019-05-01,eoatlas-monthly-nightlight-00027.csv
2019,6,Brazil,ADM0,BRA,0.0,2856.0,0.314,0.07,0.11,0.16,2.712,12807089.0,nW/cm²/sr,40723474.0,11.124,2019-06-01,eoatlas-monthly-nightlight-00027.csv
2019,7,Brazil,ADM0,BRA,0.0,5495.63,0.322,0.08,0.11,0.16,2.913,13097515.0,nW/cm²/sr,40723474.0,12.699,2019-07-01,eoatlas-monthly-nightlight-00027.csv
2019,8,Brazil,ADM0,BRA,0.0,5535.95,0.357,0.09,0.14,0.21,3.323,14550644.0,nW/cm²/sr,40723474.0,11.962,2019-08-01,eoatlas-monthly-nightlight-00027.csv
2019,9,Brazil,ADM0,BRA,0.0,1943.71,0.397,0.16,0.2,0.26,2.282,16155293.0,nW/cm²/sr,40723474.0,9.093,2019-09-01,eoatlas-monthly-nightlight-00027.csv
2019,10,Brazil,ADM0,BRA,0.0,7116.19,0.409,0.15,0.22,0.29,2.832,16663317.0,nW/cm²/sr,40723474.0,7.061,2019-10-01,eoatlas-monthly-nightlight-00027.csv
2019,11,Brazil,ADM0,BRA,0.0,5957.95,0.377,0.13,0.19,0.27,2.956,15367609.0,nW/cm²/sr,40723466.0,5.389,2019-11-01,eoatlas-monthly-nightlight-00027.csv
2019,12,Brazil,ADM0,BRA,0.0,1107.92,0.325,0.06,0.13,0.2,2.413,13247818.0,nW/cm²/sr,40723459.0,5.021,2019-12-01,eoatlas-monthly-nightlight-00027.csv
2020,1,Brazil,ADM0,BRA,0.0,1914.8,0.286,0.01,0.1,0.19,2.282,11649656.0,nW/cm²/sr,40723469.0,4.186,2020-01-01,eoatlas-monthly-nightlight-00027.csv
2020,2,Brazil,ADM0,BRA,0.0,7539.69,0.417,0.17,0.28,0.37,2.717,16980516.0,nW/cm²/sr,40723454.0,3.834,2020-02-01,eoatlas-monthly-nightlight-00027.csv
2020,3,Brazil,ADM0,BRA,0.0,7245.76,0.506,0.27,0.34,0.41,3.38,20612636.0,nW/cm²/sr,40723468.0,5.735,2020-03-01,eoatlas-monthly-nightlight-00027.csv
2020,4,Brazil,ADM0,BRA,0.0,16516.41,0.562,0.32,0.38,0.46,5.472,22903938.0,nW/cm²/sr,40723471.0,7.201,2020-04-01,eoatlas-monthly-nightlight-00027.csv
2020,5,Brazil,ADM0,BRA,0.0,15020.06,0.412,0.17,0.21,0.27,4.527,16774101.0,nW/cm²/sr,40723474.0,9.953,2020-05-01,eoatlas-monthly-nightlight-00027.csv
2020,6,Brazil,ADM0,BRA,0.0,5906.04,0.389,0.15,0.19,0.25,2.798,15824879.0,nW/cm²/sr,40723474.0,11.739,2020-06-01,eoatlas-monthly-nightlight-00027.csv
2020,7,Brazil,ADM0,BRA,0.0,6633.75,0.446,0.18,0.24,0.3,3.198,18167860.0,nW/cm²/sr,40723474.0,12.431,2020-07-01,eoatlas-monthly-nightlight-00027.csv
2020,8,Brazil,ADM0,BRA,0.0,2708.4,0.453,0.2,0.25,0.31,2.672,18458628.0,nW/cm²/sr,40723474.0,11.841,2020-08-01,eoatlas-monthly-nightlight-00027.csv
2020,9,Brazil,ADM0,BRA,0.0,7963.34,0.518,0.25,0.3,0.36,3.738,21075448.0,nW/cm²/sr,40723474.0,9.149,2020-09-01,eoatlas-monthly-nightlight-00027.csv
2020,10,Brazil,ADM0,BRA,0.0,25663.221,0.496,0.25,0.3,0.36,8.195,20188104.0,nW/cm²/sr,40723472.0,6.691,2020-10-01,eoatlas-monthly-nightlight-00027.csv
2020,11,Brazil,ADM0,BRA,0.0,14084.5,0.472,0.2,0.3,0.41,3.204,19206206.0,nW/cm²/sr,40723474.0,4.516,2020-11-01,eoatlas-monthly-nightlight-00027.csv
2020,12,Brazil,ADM0,BRA,0.0,7783.49,0.451,0.2,0.28,0.37,3.188,18380072.0,nW/cm²/sr,40723473.0,5.025,2020-12-01,eoatlas-monthly-nightlight-00027.csv
2021,1,Brazil,ADM0,BRA,0.0,12059.84,0.401,0.13,0.24,0.34,4.356,16332993.0,nW/cm²/sr,40723464.0,4.155,2021-01-01,eoatlas-monthly-nightlight-00027.csv
2021,2,Brazil,ADM0,BRA,0.0,1012.36,0.413,0.16,0.26,0.35,2.13,16808950.0,nW/cm²/sr,40723470.0,4.198,2021-02-01,eoatlas-monthly-nightlight-00027.csv
2021,3,Brazil,ADM0,BRA,0.0,1155.68,0.494,0.26,0.33,0.4,2.21,20126768.0,nW/cm²/sr,40723472.0,5.033,2021-03-01,eoatlas-monthly-nightlight-00027.csv
2021,4,Brazil,ADM0,BRA,0.0,2447.23,0.53,0.28,0.35,0.42,2.3,21572504.0,nW/cm²/sr,40723474.0,6.352,2021-04-01,eoatlas-monthly-nightlight-00027.csv
2021,5,Brazil,ADM0,BRA,0.0,2772.72,0.438,0.19,0.24,0.3,2.482,17824872.0,nW/cm²/sr,40723474.0,9.773,2021-05-01,eoatlas-monthly-nightlight-00027.csv
2021,6,Brazil,ADM0,BRA,0.0,13131.29,0.406,0.16,0.2,0.26,4.447,16522415.0,nW/cm²/sr,40723474.0,10.668,2021-06-01,eoatlas-monthly-nightlight-00027.csv
2021,7,Brazil,ADM0,BRA,0.0,2429.71,0.438,0.18,0.22,0.28,2.492,17845230.0,nW/cm²/sr,40723474.0,12.957,2021-07-01,eoatlas-monthly-nightlight-00027.csv
2021,8,Brazil,ADM0,BRA,,,,,,,,,,,,2021-08-01,eoatlas-monthly-nightlight-00027.csv
2021,9,Brazil,ADM0,BRA,0.0,12306.96,0.511,0.24,0.29,0.36,3.716,20817642.0,nW/cm²/sr,40723474.0,10.229,2021-09-01,eoatlas-monthly-nightlight-00027.csv
2021,10,Brazil,ADM0,BRA,0.0,1773.27,0.528,0.29,0.35,0.43,2.114,21502890.0,nW/cm²/sr,40723474.0,8.08,2021-10-01,eoatlas-monthly-nightlight-00027.csv
2021,11,Brazil,ADM0,BRA,0.0,6536.28,0.45,0.2,0.3,0.39,2.322,18336288.0,nW/cm²/sr,40723468.0,4.248,2021-11-01,eoatlas-monthly-nightlight-00027.csv
2021,12,Brazil,ADM0,BRA,0.0,11583.17,0.442,0.16,0.3,0.4,2.847,17985546.0,nW/cm²/sr,40723469.0,4.484,2021-12-01,eoatlas-monthly-nightlight-00027.csv
2022,1,Brazil,ADM0,BRA,0.0,22525.73,0.441,0.19,0.28,0.39,6.182,17953586.0,nW/cm²/sr,40723460.0,4.129,2022-01-01,eoatlas-monthly-nightlight-00027.csv
2022,2,Brazil,ADM0,BRA,0.0,883.02,0.454,0.2,0.29,0.37,2.171,18488554.0,nW/cm²/sr,40723460.0,4.236,2022-02-01,eoatlas-monthly-nightlight-00027.csv
2022,3,Brazil,ADM0,BRA,0.0,5265.75,0.453,0.19,0.29,0.38,2.786,18432352.0,nW/cm²/sr,40723471.0,4.771,2022-03-01,eoatlas-monthly-nightlight-00027.csv
2022,4,Brazil,ADM0,BRA,0.0,2092.15,0.551,0.31,0.37,0.44,2.172,22431204.0,nW/cm²/sr,40723474.0,8.682,2022-04-01,eoatlas-monthly-nightlight-00027.csv
2022,5,Brazil,ADM0,BRA,0.0,1897.6,0.489,0.24,0.28,0.36,2.31,19927644.0,nW/cm²/sr,40723474.0,11.817,2022-05-01,eoatlas-monthly-nightlight-00027.csv
2022,6,Brazil,ADM0,BRA,,,,,,,,,,,,2022-06-01,eoatlas-monthly-nightlight-00027.csv
2022,7,Brazil,ADM0,BRA,0.0,4540.92,0.342,0.07,0.12,0.19,3.468,13908670.0,nW/cm²/sr,40723474.0,10.412,2022-07-01,eoatlas-monthly-nightlight-00027.csv
2022,8,Brazil,ADM0,BRA,,,,,,,,,,,,2022-08-01,eoatlas-monthly-nightlight-00027.csv
2022,9,Brazil,ADM0,BRA,0.0,3708.31,0.585,0.32,0.37,0.43,2.708,23831160.0,nW/cm²/sr,40723474.0,10.956,2022-09-01,eoatlas-monthly-nightlight-00027.csv
2022,10,Brazil,ADM0,BRA,0.0,2447.68,0.596,0.32,0.4,0.49,2.383,24276094.0,nW/cm²/sr,40723474.0,7.239,2022-10-01,eoatlas-monthly-nightlight-00027.csv
2022,11,Brazil,ADM0,BRA,0.0,5452.68,0.542,0.28,0.35,0.43,2.815,22067098.0,nW/cm²/sr,40723473.0,5.458,2022-11-01,eoatlas-monthly-nightlight-00027.csv
2022,12,Brazil,ADM0,BRA,0.0,1860.47,0.476,0.23,0.3,0.39,2.178,19398730.0,nW/cm²/sr,40723474.0,4.852,2022-12-01,eoatlas-monthly-nightlight-00027.csv
2023,1,Brazil,ADM0,BRA,0.0,14690.88,0.454,0.18,0.27,0.36,4.063,18488332.0,nW/cm²/sr,40723473.0,4.492,2023-01-01,eoatlas-monthly-nightlight-00027.csv
2023,2,Brazil,ADM0,BRA,0.0,2641.17,0.456,0.0,0.33,0.45,2.144,18561510.0,nW/cm²/sr,40723465.0,2.892,2023-02-01,eoatlas-monthly-nightlight-00027.csv
2023,3,Brazil,ADM0,BRA,0.0,2134.74,0.571,0.28,0.38,0.5,2.536,23261950.0,nW/cm²/sr,40723463.0,4.296,2023-03-01,eoatlas-monthly-nightlight-00027.csv
2023,4,Brazil,ADM0,BRA,0.0,4308.01,0.611,0.34,0.41,0.49,3.036,24896580.0,nW/cm²/sr,40723465.0,6.039,2023-04-01,eoatlas-monthly-nightlight-00027.csv
2023,5,Brazil,ADM0,BRA,0.0,24332.369,0.503,0.21,0.26,0.34,6.221,20470432.0,nW/cm²/sr,40723474.0,9.135,2023-05-01,eoatlas-monthly-nightlight-00027.csv
2023,6,Brazil,ADM0,BRA,0.0,4830.38,0.494,0.21,0.25,0.32,3.374,20098730.0,nW/cm²/sr,40723474.0,10.351,2023-06-01,eoatlas-monthly-nightlight-00027.csv
2023,7,Brazil,ADM0,BRA,0.0,14959.89,0.457,0.17,0.21,0.28,4.818,18611406.0,nW/cm²/sr,40723474.0,11.41,2023-07-01,eoatlas-monthly-nightlight-00027.csv
2023,8,Brazil,ADM0,BRA,0.0,31606.51,0.525,0.23,0.27,0.33,8.038,21370616.0,nW/cm²/sr,40723474.0,12.114,2023-08-01,eoatlas-monthly-nightlight-00027.csv
2023,9,Brazil,ADM0,BRA,0.0,4718.73,0.592,0.28,0.35,0.44,3.134,24116312.0,nW/cm²/sr,40723474.0,10.984,2023-09-01,eoatlas-monthly-nightlight-00027.csv
2023,10,Brazil,ADM0,BRA,0.0,8063.98,0.573,0.29,0.34,0.42,4.396,23324636.0,nW/cm²/sr,40723474.0,8.578,2023-10-01,eoatlas-monthly-nightlight-00027.csv
2023,11,Brazil,ADM0,BRA,0.0,26324.59,0.679,0.35,0.43,0.52,7.92,27637968.0,nW/cm²/sr,40723474.0,7.287,2023-11-01,eoatlas-monthly-nightlight-00027.csv
